timestamp,band_t
2020-01-02,0.2
2020-01-03,0.2
2020-01-06,0.2
2020-01-07,0.2
2020-01-08,0.2
2020-01-09,0.2
2020-01-10,0.2
2020-01-13,0.2
2020-01-14,0.2
2020-01-15,0.2
2020-01-16,0.2
2020-01-17,0.2
2020-01-20,0.2
2020-01-21,0.2
2020-01-22,0.2
2020-01-23,0.2
2020-02-03,0.2
2020-02-04,0.2
2020-02-05,0.2
2020-02-06,0.2
2020-02-07,0.2
2020-02-10,0.2
2020-02-11,0.2
2020-02-12,0.2
2020-02-13,0.2
2020-02-14,0.2
2020-02-17,0.2
2020-02-18,0.2
2020-02-19,0.2
2020-02-20,0.2
2020-02-21,0.2
2020-02-24,0.2
2020-02-25,0.2
2020-02-26,0.2
2020-02-27,0.2
2020-02-28,0.2
2020-03-02,0.2
2020-03-03,0.2
2020-03-04,0.2
2020-03-05,0.2
2020-03-06,0.2
2020-03-09,0.2
2020-03-10,0.2
2020-03-11,0.2
2020-03-12,0.2
2020-03-13,0.2
2020-03-16,0.2
2020-03-17,0.2
2020-03-18,0.2
2020-03-19,0.2
2020-03-20,0.2
2020-03-23,0.2
2020-03-24,0.2
2020-03-25,0.2
2020-03-26,0.2
2020-03-27,0.2
2020-03-30,0.2
2020-03-31,0.2
2020-04-01,0.2
2020-04-02,0.2
2020-04-03,0.11186678638487266
2020-04-07,0.11494927653608257
2020-04-08,0.11497954085757661
2020-04-09,0.11572664463530653
2020-04-10,0.11670205491132617
2020-04-13,0.11702472204267875
2020-04-14,0.11850971447684203
2020-04-15,0.11864106803452559
2020-04-16,0.11896428687641926
2020-04-17,0.11896030720430528
2020-04-20,0.1194728725980954
2020-04-21,0.11993523913514005
2020-04-22,0.12008477812206772
2020-04-23,0.12019534480563122
2020-04-24,0.12111585006991427
2020-04-27,0.12111582345263597
2020-04-28,0.12103434114326257
2020-04-29,0.11998468079379805
2020-04-30,0.12035559957896635
2020-05-06,0.12016472999810246
2020-05-07,0.12018519665671352
2020-05-08,0.12070138969682194
2020-05-11,0.12088239624807322
2020-05-12,0.12026967900083939
2020-05-13,0.12044771836590476
2020-05-14,0.12088239370857178
2020-05-15,0.11815914777264896
2020-05-18,0.11809606871167283
2020-05-19,0.11821217177619496
2020-05-20,0.1168260540949534
2020-05-21,0.11673066796794997
2020-05-22,0.11801831667118688
2020-05-25,0.11798607334313174
2020-05-26,0.11792344111735437
2020-05-27,0.11838752593342539
2020-05-28,0.11253947838140034
2020-05-29,0.10770402442358236
2020-06-01,0.11151983109636068
2020-06-02,0.11151522936601609
2020-06-03,0.11028330412567806
2020-06-04,0.10998586849552804
2020-06-05,0.10566935297749949
2020-06-08,0.10423649367513253
2020-06-09,0.10323931625166212
2020-06-10,0.10170201026311351
2020-06-11,0.10134624905168736
2020-06-12,0.1
2020-06-15,0.1
2020-06-16,0.1
2020-06-17,0.1
2020-06-18,0.1
2020-06-19,0.1
2020-06-22,0.1
2020-06-23,0.1
2020-06-24,0.1
2020-06-29,0.1
2020-06-30,0.1
2020-07-01,0.1
2020-07-02,0.1
2020-07-03,0.1
2020-07-06,0.1
2020-07-07,0.1
2020-07-08,0.1
2020-07-09,0.1
2020-07-10,0.1
2020-07-13,0.1
2020-07-14,0.1
2020-07-15,0.1
2020-07-16,0.11035466059642242
2020-07-17,0.11033591985350084
2020-07-20,0.11180500156047622
2020-07-21,0.11100135151401135
2020-07-22,0.11109998561238583
2020-07-23,0.11078045458766253
2020-07-24,0.12192716271037177
2020-07-27,0.12191663168921385
2020-07-28,0.12197834629225707
2020-07-29,0.12452702634601448
2020-07-30,0.12445087329386477
2020-07-31,0.124453773208633
2020-08-03,0.12553277668525936
2020-08-04,0.12566702521901246
2020-08-05,0.1252559075093703
2020-08-06,0.1253115385286682
2020-08-07,0.1271542207840998
2020-08-10,0.12641334244728064
2020-08-11,0.12832645069100698
2020-08-12,0.12951507646827362
2020-08-13,0.1294542874721185
2020-08-14,0.12937293435440417
2020-08-17,0.12978540972564226
2020-08-18,0.12731862744665437
2020-08-19,0.1296501316470268
2020-08-20,0.1295205065299283
2020-08-21,0.12878966742503364
2020-08-24,0.12872772221731707
2020-08-25,0.12868340879676218
2020-08-26,0.127441136398522
2020-08-27,0.1274826147557609
2020-08-28,0.12846114019062682
2020-08-31,0.128811131929187
2020-09-01,0.12883529256697623
2020-09-02,0.12868180122633846
2020-09-03,0.12903013073440034
2020-09-04,0.1296575018293505
2020-09-07,0.13261870898159014
2020-09-08,0.13265239213887
2020-09-09,0.13652985469932782
2020-09-10,0.1368047172796867
2020-09-11,0.13703000231201448
2020-09-14,0.13707335904315873
2020-09-15,0.13639817602024878
2020-09-16,0.13668221061447855
2020-09-17,0.13654139966662268
2020-09-18,0.13810512741924774
2020-09-21,0.13829697181346504
2020-09-22,0.13748596591404555
2020-09-23,0.13758301441620038
2020-09-24,0.13782646618500485
2020-09-25,0.13499123708265204
2020-09-28,0.12668918532934836
2020-09-29,0.1270444014188791
2020-09-30,0.12494443481529538
2020-10-09,0.12476011068647583
2020-10-12,0.12931344281857401
2020-10-13,0.12570638092656838
2020-10-14,0.12543719261990696
2020-10-15,0.12447971521895833
2020-10-16,0.11437046260895992
2020-10-19,0.1150540420675834
2020-10-20,0.11298549813709372
2020-10-21,0.11302192679854427
2020-10-22,0.11266566736422202
2020-10-23,0.11396802535056154
2020-10-26,0.10262005773777622
2020-10-27,0.10284560956075982
2020-10-28,0.10265494713024435
2020-10-29,0.1
2020-10-30,0.10085468732269405
2020-11-02,0.10006547137421633
2020-11-03,0.1
2020-11-04,0.1
2020-11-05,0.1
2020-11-06,0.1
2020-11-09,0.10127612119069322
2020-11-10,0.10192225933718417
2020-11-11,0.10177325613745251
2020-11-12,0.10082551437734735
2020-11-13,0.10085483812191831
2020-11-16,0.1000895039331902
2020-11-17,0.1
2020-11-18,0.1
2020-11-19,0.1
2020-11-20,0.1
2020-11-23,0.1
2020-11-24,0.1
2020-11-25,0.1
2020-11-26,0.1
2020-11-27,0.1
2020-11-30,0.1
2020-12-01,0.1
2020-12-02,0.1
2020-12-03,0.1
2020-12-04,0.1
2020-12-07,0.1
2020-12-08,0.1
2020-12-09,0.1
2020-12-10,0.1
2020-12-11,0.1
2020-12-14,0.1
2020-12-15,0.1
2020-12-16,0.1
2020-12-17,0.1
2020-12-18,0.1
2020-12-21,0.1
2020-12-22,0.1
2020-12-23,0.1
2020-12-24,0.1
2020-12-25,0.1
2020-12-28,0.1
2020-12-29,0.1
2020-12-30,0.1
2020-12-31,0.1
2021-01-04,0.1
2021-01-05,0.1
2021-01-06,0.1
2021-01-07,0.1
2021-01-08,0.1
2021-01-11,0.1
2021-01-12,0.1
2021-01-13,0.1
2021-01-14,0.1
2021-01-15,0.1
2021-01-18,0.1
2021-01-19,0.1
2021-01-20,0.1
2021-01-21,0.1
2021-01-22,0.1
2021-01-25,0.1
2021-01-26,0.1
2021-01-27,0.1
2021-01-28,0.1
2021-01-29,0.1
2021-02-01,0.1
2021-02-02,0.1
2021-02-03,0.1
2021-02-04,0.1
2021-02-05,0.1
2021-02-09,0.1
2021-02-10,0.1
2021-02-18,0.1
2021-02-19,0.1
2021-02-22,0.1
2021-02-23,0.1
2021-02-25,0.1
2021-02-26,0.1
2021-03-01,0.1
2021-03-02,0.1
2021-03-03,0.1
2021-03-04,0.10366250906798809
2021-03-05,0.10117985771493965
2021-03-08,0.10609697724585607
2021-03-09,0.10845635969136319
2021-03-10,0.10842869573763637
2021-03-11,0.11063838837825951
2021-03-12,0.11064833335537567
2021-03-15,0.1114875984379508
2021-03-16,0.11155337998719263
2021-03-17,0.11121111999439032
2021-03-18,0.11114045377837407
2021-03-19,0.11194242793566515
2021-03-22,0.1124838282717731
2021-03-23,0.11175430571985269
2021-03-24,0.11192325026759307
2021-03-25,0.11070600277876981
2021-03-26,0.11098174482479345
2021-03-29,0.11086563771177277
2021-03-30,0.11079592336149793
2021-03-31,0.11048779805552165
2021-04-01,0.11117557047516054
2021-04-02,0.11131570438717729
2021-04-06,0.1106206458328687
2021-04-07,0.10845839104666218
2021-04-08,0.10760419949539944
2021-04-09,0.10750469895616437
2021-04-12,0.10928508947744785
2021-04-13,0.10898063803279999
2021-04-14,0.10967430726835604
2021-04-15,0.10910407079607187
2021-04-16,0.10580375375941531
2021-04-19,0.10765570917607993
2021-04-20,0.10729926345383285
2021-04-21,0.10738889775507893
2021-04-22,0.10656543777140477
2021-04-23,0.10668447106902261
2021-04-26,0.10564145761051269
2021-04-27,0.10404938826500394
2021-04-28,0.1039294555473145
2021-04-29,0.10407627885371952
2021-04-30,0.10149043904776757
2021-05-06,0.1021223102034278
2021-05-07,0.10125915678835683
2021-05-10,0.10098048393448487
2021-05-11,0.1007215477142467
2021-05-12,0.10087979790016711
2021-05-13,0.1008840942676335
2021-05-14,0.10390854500631976
2021-05-17,0.10412592810930746
2021-05-18,0.1
2021-05-19,0.1
2021-05-20,0.1
2021-05-21,0.1
2021-05-24,0.1
2021-05-25,0.1
2021-05-26,0.1
2021-05-27,0.1
2021-05-28,0.1
2021-05-31,0.1
2021-06-01,0.1
2021-06-02,0.1
2021-06-03,0.1
2021-06-04,0.1
2021-06-07,0.1
2021-06-08,0.1
2021-06-09,0.1
2021-06-10,0.1
2021-06-11,0.1
2021-06-15,0.1
2021-06-16,0.1
2021-06-17,0.1
2021-06-18,0.1
2021-06-21,0.1
2021-06-22,0.1
2021-06-23,0.1
2021-06-24,0.1
2021-06-25,0.1
2021-06-28,0.1
2021-06-29,0.1
2021-06-30,0.1
2021-07-01,0.1
2021-07-02,0.1
2021-07-05,0.1
2021-07-06,0.1
2021-07-07,0.1
2021-07-08,0.1
2021-07-09,0.1
2021-07-12,0.1
2021-07-13,0.1
2021-07-14,0.1
2021-07-15,0.1
2021-07-16,0.1
2021-07-19,0.1
2021-07-20,0.1
2021-07-21,0.1
2021-07-22,0.1
2021-07-23,0.1
2021-07-26,0.1
2021-07-27,0.1
2021-07-28,0.1
2021-07-29,0.1
2021-07-30,0.1
2021-08-02,0.1
2021-08-03,0.1
2021-08-04,0.1
2021-08-05,0.1
2021-08-06,0.1
2021-08-09,0.1
2021-08-10,0.1
2021-08-11,0.1
2021-08-12,0.1
2021-08-13,0.1
2021-08-16,0.1
2021-08-17,0.1
2021-08-18,0.1
2021-08-19,0.1
2021-08-20,0.1
2021-08-23,0.1
2021-08-24,0.1
2021-08-25,0.1
2021-08-26,0.1
2021-08-27,0.1
2021-08-30,0.1
2021-08-31,0.1
2021-09-01,0.1
2021-09-02,0.1
2021-09-03,0.1
2021-09-06,0.1
2021-09-07,0.1
2021-09-08,0.1
2021-09-09,0.1
2021-09-10,0.1
2021-09-13,0.1
2021-09-14,0.1
2021-09-15,0.1
2021-09-16,0.1
2021-09-17,0.1
2021-09-22,0.1
2021-09-23,0.1
2021-09-24,0.1
2021-09-27,0.1
2021-09-28,0.1
2021-09-29,0.1
2021-09-30,0.1
2021-10-08,0.1
2021-10-11,0.1
2021-10-12,0.1
2021-10-13,0.1
2021-10-14,0.1
2021-10-15,0.1
2021-10-18,0.1
2021-10-19,0.1
2021-10-20,0.1
2021-10-21,0.1
2021-10-22,0.1
2021-10-25,0.1
2021-10-26,0.1
2021-10-27,0.1
2021-10-28,0.1
2021-10-29,0.1
2021-11-01,0.1
2021-11-02,0.1
2021-11-03,0.1
2021-11-04,0.1
2021-11-05,0.1
2021-11-08,0.1
2021-11-09,0.1
2021-11-10,0.1
2021-11-11,0.1
2021-11-12,0.1
2021-11-15,0.1
2021-11-16,0.1
2021-11-17,0.1
2021-11-18,0.1
2021-11-19,0.1
2021-11-22,0.1
2021-11-23,0.1
2021-11-24,0.1
2021-11-25,0.1
2021-11-26,0.1
2021-11-29,0.1
2021-11-30,0.1
2021-12-01,0.1
2021-12-02,0.1
2021-12-03,0.1
2021-12-06,0.1
2021-12-07,0.1
2021-12-08,0.1
2021-12-09,0.1
2021-12-10,0.1
2021-12-13,0.1
2021-12-14,0.1
2021-12-15,0.1
2021-12-16,0.1
2021-12-17,0.1
2021-12-20,0.1
2021-12-21,0.1
2021-12-22,0.1
2021-12-23,0.1
2021-12-24,0.1
2021-12-27,0.1
2021-12-28,0.1
2021-12-29,0.1
2021-12-30,0.1
2021-12-31,0.1
2022-01-04,0.1
2022-01-05,0.1
2022-01-06,0.1
2022-01-07,0.1
2022-01-10,0.1
2022-01-11,0.1
2022-01-12,0.1
2022-01-13,0.1
2022-01-14,0.1
2022-01-17,0.1
2022-01-18,0.1
2022-01-19,0.1
2022-01-20,0.1
2022-01-21,0.1
2022-01-24,0.1
2022-01-25,0.1
2022-01-26,0.1
2022-01-27,0.1
2022-01-28,0.1
2022-02-07,0.1
2022-02-08,0.1
2022-02-09,0.1
2022-02-10,0.1
2022-02-11,0.1
2022-02-14,0.1
2022-02-15,0.1
2022-02-16,0.1
2022-02-17,0.1
2022-02-18,0.1
2022-02-21,0.1
2022-02-22,0.1
2022-02-23,0.1
2022-02-24,0.1
2022-02-25,0.1
2022-02-28,0.1
2022-03-01,0.1
2022-03-02,0.1
2022-03-03,0.1
2022-03-04,0.1
2022-03-07,0.1
2022-03-08,0.1
2022-03-09,0.1
2022-03-10,0.1
2022-03-11,0.1
2022-03-14,0.1
2022-03-15,0.1
2022-03-16,0.10345697994219756
2022-03-17,0.10525897082728436
2022-03-18,0.10530735846873447
2022-03-21,0.1050440604168934
2022-03-22,0.10393851369235603
2022-03-23,0.10406321461430412
2022-03-24,0.10400215604775553
2022-03-25,0.1048400570746857
2022-03-28,0.10467967488067065
2022-03-29,0.10459645091811562
2022-03-30,0.10870361792128204
2022-03-31,0.10882267401766034
2022-04-01,0.10845202123054894
2022-04-06,0.10833516529907408
2022-04-07,0.10910332262264975
2022-04-08,0.10825899572826686
2022-04-11,0.11144744933517907
2022-04-12,0.11385200996097361
2022-04-13,0.1143087118835841
2022-04-14,0.11491328293357195
2022-04-15,0.11390203442855049
2022-04-18,0.11352152280896297
2022-04-19,0.11361739158836218
2022-04-20,0.11428167559156222
2022-04-21,0.11563728577515517
2022-04-22,0.11549910752606121
2022-04-25,0.12421720356647462
2022-04-26,0.12428648595320205
2022-04-27,0.128904149949141
2022-04-28,0.12700768331798162
2022-04-29,0.1317800764281584
2022-05-05,0.13034211211613497
2022-05-06,0.13142623306955314
2022-05-09,0.1308716136286981
2022-05-10,0.13205511077676607
2022-05-11,0.13259050494013025
2022-05-12,0.13261248833304082
2022-05-13,0.1322307434187658
2022-05-16,0.13209035376287317
2022-05-17,0.13084145029802885
2022-05-18,0.13074893927742787
2022-05-19,0.13091314056982267
2022-05-20,0.13212730267963507
2022-05-23,0.13213104954217247
2022-05-24,0.13479454561971912
2022-05-25,0.1337598453374017
